Latitude (decimal degrees):	42.605
Longitude (decimal degrees):	23.482
Elevation (m):	699
Radiation database:	PVGIS-SARAH2


Slope: 17 deg. 
Azimuth: 7 deg. 
Nominal power of the PV system (c-Si) (kWp):	3.2
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200705:1210,1624.96,655.79,61.32,22.32,1.86,0.0
20200705:1310,1719.65,691.1,51.46,22.29,2.0,0.0
20200705:1410,325.66,141.46,40.66,20.39,1.52,0.0
20200705:1510,142.21,70.73,29.64,19.78,0.62,0.0
20200705:1610,488.9,217.56,18.76,19.47,0.62,0.0
20200705:1710,89.6,59.31,8.31,19.56,0.48,0.0
20200705:1810,0.0,0.0,0.0,19.0,0.97,0.0
20200705:1910,0.0,0.0,0.0,18.13,0.83,0.0
20200705:2010,0.0,0.0,0.0,17.42,0.83,0.0
20200705:2110,0.0,0.0,0.0,17.22,0.62,0.0
20200705:2210,0.0,0.0,0.0,17.01,0.55,0.0
20200705:2310,0.0,0.0,0.0,16.53,0.62,0.0
20200706:0010,0.0,0.0,0.0,16.13,0.62,0.0
20200706:0110,0.0,0.0,0.0,15.87,0.55,0.0
20200706:0210,0.0,0.0,0.0,15.46,0.62,0.0
20200706:0310,0.0,0.0,0.0,15.02,0.62,0.0
20200706:0410,29.54,22.59,11.62,15.19,0.55,0.0
20200706:0510,548.38,236.63,22.24,17.04,0.69,0.0
20200706:0610,865.89,345.96,33.2,18.5,1.1,0.0
20200706:0710,1542.94,610.82,44.2,19.89,1.72,0.0
20200706:0810,1879.23,755.21,54.79,21.03,1.86,0.0
20200706:0910,1674.85,674.88,64.04,21.96,2.0,0.0
20200706:1010,1606.88,646.13,69.66,22.52,2.48,0.0
20200706:1110,1667.07,670.32,68.44,22.49,2.55,0.0
20200706:1210,2157.47,882.12,61.27,21.12,1.66,0.0
20200706:1310,2003.36,801.22,51.43,20.26,2.07,0.0
20200706:1410,1587.49,631.0,40.63,20.69,1.66,0.0
20200706:1510,1028.32,413.79,29.61,21.42,1.86,0.0
20200706:1610,286.91,128.31,18.73,21.32,1.38,0.0
20200706:1710,90.4,51.85,8.28,20.91,1.17,0.0
20200706:1810,0.0,0.0,0.0,19.92,1.1,0.0
20200706:1910,0.0,0.0,0.0,19.19,1.17,0.0
20200706:2010,0.0,0.0,0.0,18.43,1.1,0.0
20200706:2110,0.0,0.0,0.0,18.61,0.83,0.0
20200706:2210,0.0,0.0,0.0,18.43,0.62,0.0
20200706:2310,0.0,0.0,0.0,17.81,0.62,0.0
20200707:0010,0.0,0.0,0.0,17.32,0.48,0.0
20200707:0110,0.0,0.0,0.0,16.76,0.28,0.0
20200707:0210,0.0,0.0,0.0,16.37,0.14,0.0
20200707:0310,0.0,0.0,0.0,15.99,0.34,0.0
20200707:0410,156.32,80.94,11.52,15.82,0.48,0.0
20200707:0510,551.9,240.72,22.15,17.18,0.62,0.0
20200707:0610,1102.72,440.76,33.11,19.01,1.17,0.0
20200707:0710,1274.5,502.42,44.11,19.88,2.14,0.0
20200707:0810,1173.82,465.68,54.7,20.9,2.48,0.0
20200707:0910,1822.37,717.98,63.93,18.76,2.83,0.0
20200707:1010,2050.5,814.28,69.55,18.58,2.69,0.0
20200707:1110,1962.75,775.62,68.36,18.27,2.76,0.0
20200707:1210,1402.02,548.73,61.22,18.71,2.97,0.0
20200707:1310,1052.93,412.75,51.39,18.97,3.24,0.0
20200707:1410,714.4,284.35,40.6,18.6,3.24,0.0
20200707:1510,698.56,277.92,29.58,17.57,3.03,0.0
20200707:1610,364.42,156.71,18.69,16.93,2.9,0.0
20200707:1710,85.79,48.7,8.23,16.0,2.69,0.0
20200707:1810,0.0,0.0,0.0,15.01,2.55,0.0
20200707:1910,0.0,0.0,0.0,13.97,2.07,0.0
20200707:2010,0.0,0.0,0.0,13.47,2.07,0.0
20200707:2110,0.0,0.0,0.0,12.83,1.93,0.0
20200707:2210,0.0,0.0,0.0,12.24,1.86,0.0
20200707:2310,0.0,0.0,0.0,11.63,1.79,0.0
20200708:0010,0.0,0.0,0.0,11.12,1.72,0.0
20200708:0110,0.0,0.0,0.0,10.36,1.59,0.0
20200708:0210,0.0,0.0,0.0,9.66,1.38,0.0
20200708:0310,0.0,0.0,0.0,9.29,1.24,0.0
20200708:0410,139.42,79.37,11.42,9.41,1.03,0.0
20200708:0510,605.6,259.38,22.05,10.85,1.31,0.0
20200708:0610,1231.9,476.13,33.02,12.14,1.38,0.0
20200708:0710,1748.26,678.03,44.01,13.59,1.17,0.0
20200708:0810,2153.38,852.5,54.6,15.17,1.45,0.0
20200708:0910,2446.34,989.54,63.82,16.64,1.66,0.0
20200708:1010,2516.42,1030.98,69.43,17.74,1.66,0.0
20200708:1110,2494.24,1022.79,68.27,18.62,1.79,0.0
20200708:1210,2387.68,972.2,61.16,19.33,1.93,0.0
20200708:1310,2076.8,832.65,51.34,19.66,1.93,0.0
20200708:1410,1662.11,657.28,40.56,19.85,1.93,0.0
20200708:1510,1136.48,453.74,29.54,19.75,1.86,0.0
20200708:1610,538.66,241.02,18.65,19.27,1.72,0.0
20200708:1710,85.44,59.58,8.19,18.52,1.52,0.0
20200708:1810,0.0,0.0,0.0,17.13,1.31,0.0
20200708:1910,0.0,0.0,0.0,16.17,1.17,0.0
20200708:2010,0.0,0.0,0.0,15.89,0.97,0.0
20200708:2110,0.0,0.0,0.0,15.96,0.83,0.0
20200708:2210,0.0,0.0,0.0,15.35,0.76,0.0
20200708:2310,0.0,0.0,0.0,14.71,0.76,0.0
20200709:0010,0.0,0.0,0.0,13.93,0.83,0.0
20200709:0110,0.0,0.0,0.0,13.28,0.9,0.0
20200709:0210,0.0,0.0,0.0,12.7,0.97,0.0
20200709:0310,0.0,0.0,0.0,12.23,0.97,0.0
20200709:0410,147.36,79.47,11.32,12.03,0.9,0.0
20200709:0510,584.26,255.03,21.95,14.03,0.48,0.0
20200709:0610,1199.14,477.21,32.92,16.72,0.69,0.0
20200709:0710,1717.5,681.87,43.91,17.82,0.97,0.0
20200709:0810,2084.19,844.77,54.49,19.19,1.17,0.0
20200709:0910,2370.3,980.61,63.71,20.36,1.38,0.0
20200709:1010,2512.0,1046.37,69.31,21.37,1.79,0.0
20200709:1110,2501.86,1044.2,68.17,22.09,1.86,0.0
20200709:1210,2345.15,969.79,61.09,22.79,2.0,0.0
20200709:1310,2068.0,840.31,51.3,23.14,2.21,0.0
20200709:1410,1654.75,662.34,40.52,23.13,2.28,0.0
20200709:1510,1075.3,434.67,29.5,22.85,2.21,0.0
20200709:1610,521.06,236.42,18.6,22.3,1.93,0.0
20200709:1710,84.1,59.03,8.13,21.33,1.59,0.0
20200709:1810,0.0,0.0,0.0,19.57,1.38,0.0
20200709:1910,0.0,0.0,0.0,17.83,1.24,0.0
20200709:2010,0.0,0.0,0.0,16.83,1.17,0.0
20200709:2110,0.0,0.0,0.0,16.08,1.1,0.0
20200709:2210,0.0,0.0,0.0,15.19,1.1,0.0
20200709:2310,0.0,0.0,0.0,14.48,1.1,0.0
20200710:0010,0.0,0.0,0.0,13.69,1.17,0.0
20200710:0110,0.0,0.0,0.0,12.85,1.31,0.0
20200710:0210,0.0,0.0,0.0,12.1,1.45,0.0
20200710:0310,0.0,0.0,0.0,11.51,1.45,0.0
20200710:0410,122.11,73.93,11.21,11.74,1.38,0.0
20200710:0510,576.86,253.55,21.85,15.04,1.1,0.0
20200710:0610,1178.4,467.55,32.82,17.68,1.45,0.0
20200710:0710,1676.8,663.18,43.81,19.37,1.72,0.0
20200710:0810,2092.35,841.18,54.38,20.77,2.14,0.0
20200710:0910,2367.94,966.26,63.59,21.95,2.55,0.0
20200710:1010,2474.98,1019.46,69.19,22.93,2.76,0.0
20200710:1110,2447.33,1011.27,68.07,23.72,2.76,0.0
20200710:1210,2324.13,956.08,61.02,24.35,2.76,0.0
20200710:1310,2014.85,817.73,51.24,24.65,2.76,0.0
20200710:1410,1594.21,640.46,40.47,24.74,2.62,0.0
20200710:1510,1091.94,443.85,29.45,24.42,2.55,0.0
20200710:1610,513.76,234.95,18.55,23.74,2.0,0.0
20200710:1710,81.38,57.87,8.08,22.54,1.52,0.0
20200710:1810,0.0,0.0,0.0,20.71,1.59,0.0
20200710:1910,0.0,0.0,0.0,18.63,1.72,0.0
20200710:2010,0.0,0.0,0.0,16.95,1.66,0.0
20200710:2110,0.0,0.0,0.0,15.86,1.72,0.0
20200710:2210,0.0,0.0,0.0,15.1,1.79,0.0
20200710:2310,0.0,0.0,0.0,14.35,1.86,0.0
20200711:0010,0.0,0.0,0.0,13.68,1.86,0.0
20200711:0110,0.0,0.0,0.0,13.08,1.79,0.0
20200711:0210,0.0,0.0,0.0,12.58,1.79,0.0
20200711:0310,0.0,0.0,0.0,12.16,1.66,0.0
20200711:0410,105.98,70.06,11.1,12.49,1.52,0.0
20200711:0510,577.12,255.75,21.74,15.48,1.31,0.0
20200711:0610,1183.46,470.57,32.71,17.92,1.38,0.0
20200711:0710,1688.45,671.13,43.71,19.79,1.52,0.0
20200711:0810,2112.26,860.19,54.27,21.44,1.59,0.0
20200711:0910,2363.33,983.09,63.46,22.82,1.72,0.0
20200711:1010,2480.64,1044.62,69.05,23.9,1.86,0.0
20200711:1110,2476.54,1042.52,67.96,24.65,2.07,0.0
20200711:1210,2337.73,973.78,60.94,25.15,2.28,0.0
20200711:1310,2047.81,838.59,51.18,25.35,2.41,0.0
20200711:1410,1597.02,645.39,40.42,25.08,2.21,0.0
20200711:1510,1119.1,457.04,29.4,24.66,2.07,0.0
20200711:1610,509.92,233.07,18.5,23.86,1.86,0.0
20200711:1710,70.94,56.44,8.01,22.64,1.38,0.0
20200711:1810,0.0,0.0,0.0,20.6,1.17,0.0
20200711:1910,0.0,0.0,0.0,19.13,1.38,0.0
20200711:2010,0.0,0.0,0.0,17.73,1.38,0.0
20200711:2110,0.0,0.0,0.0,16.78,1.31,0.0
20200711:2210,0.0,0.0,0.0,16.31,1.24,0.0
20200711:2310,0.0,0.0,0.0,15.82,1.17,0.0
20200712:0010,0.0,0.0,0.0,15.33,1.17,0.0
20200712:0110,0.0,0.0,0.0,15.5,1.03,0.0
20200712:0210,0.0,0.0,0.0,16.0,0.9,0.0
20200712:0310,0.0,0.0,0.0,15.96,0.69,0.0
20200712:0410,132.67,75.06,10.99,15.87,0.48,0.0
20200712:0510,521.57,225.45,21.64,16.47,0.14,0.0
20200712:0610,1129.47,455.03,32.61,19.76,0.9,0.0
20200712:0710,1652.83,658.9,43.6,21.31,1.79,0.0
20200712:0810,2071.39,832.02,54.16,22.14,2.62,0.0
20200712:0910,2323.23,946.18,63.34,22.41,2.69,0.0
20200712:1010,2425.02,998.95,68.92,22.81,2.55,0.0
20200712:1110,2424.45,1003.09,67.84,23.43,2.48,0.0
20200712:1210,1800.99,727.9,60.86,23.39,2.55,0.0
20200712:1310,1053.22,422.55,51.11,22.92,2.41,0.0
20200712:1410,1586.02,631.1,40.36,22.54,2.41,0.0
20200712:1510,1047.14,421.15,29.34,22.05,2.41,0.0
20200712:1610,459.01,202.88,18.44,20.98,2.55,0.0
20200712:1710,86.21,50.38,7.94,19.57,2.48,0.0
20200712:1810,0.0,0.0,0.0,18.23,2.48,0.0
20200712:1910,0.0,0.0,0.0,16.19,2.41,0.0
20200712:2010,0.0,0.0,0.0,15.25,2.34,0.0
20200712:2110,0.0,0.0,0.0,14.5,2.21,0.0
20200712:2210,0.0,0.0,0.0,13.78,2.0,0.0
20200712:2310,0.0,0.0,0.0,13.28,2.07,0.0
20200713:0010,0.0,0.0,0.0,12.72,2.07,0.0
20200713:0110,0.0,0.0,0.0,12.04,2.28,0.0
20200713:0210,0.0,0.0,0.0,11.38,2.14,0.0
20200713:0310,0.0,0.0,0.0,10.78,2.14,0.0
20200713:0410,123.14,72.51,10.88,10.47,2.14,0.0
20200713:0510,591.46,253.62,21.52,10.89,2.48,0.0
20200713:0610,1213.57,464.23,32.5,11.67,2.55,0.0
20200713:0710,1766.24,673.32,43.49,13.49,2.62,0.0
20200713:0810,2209.98,859.29,54.04,14.8,2.62,0.0
20200713:0910,2493.31,987.26,63.2,15.91,2.76,0.0
20200713:1010,2626.66,1054.31,68.77,16.92,2.76,0.0
20200713:1110,2420.03,969.18,67.72,17.66,2.69,0.0
20200713:1210,2200.96,876.62,60.76,18.2,2.55,0.0
20200713:1310,1194.66,468.26,51.04,18.63,2.55,0.0
20200713:1410,727.68,290.4,40.3,18.8,2.48,0.0
20200713:1510,790.75,314.69,29.28,18.53,2.48,0.0
20200713:1610,498.98,217.87,18.37,18.01,2.41,0.0
20200713:1710,95.42,56.98,7.87,17.14,2.14,0.0
20200713:1810,0.0,0.0,0.0,15.85,1.72,0.0
20200713:1910,0.0,0.0,0.0,14.67,1.59,0.0
20200713:2010,0.0,0.0,0.0,13.28,1.17,0.0
20200713:2110,0.0,0.0,0.0,13.1,0.97,0.0
20200713:2210,0.0,0.0,0.0,13.13,0.9,0.0
20200713:2310,0.0,0.0,0.0,13.11,0.76,0.0
20200714:0010,0.0,0.0,0.0,12.75,0.62,0.0
20200714:0110,0.0,0.0,0.0,12.37,0.55,0.0
20200714:0210,0.0,0.0,0.0,11.84,0.69,0.0
20200714:0310,0.0,0.0,0.0,10.97,0.9,0.0
20200714:0410,57.15,34.38,10.76,10.3,0.97,0.0
20200714:0510,488.7,203.44,21.41,12.37,0.83,0.0
20200714:0610,1159.65,454.56,32.39,14.7,1.24,0.0
20200714:0710,1694.08,658.21,43.38,15.73,1.72,0.0
20200714:0810,2111.14,840.39,53.92,17.34,1.66,0.0
20200714:0910,2249.41,912.82,63.07,18.12,1.45,0.0
20200714:1010,2318.46,961.94,68.62,19.35,1.03,0.0
20200714:1110,1704.99,689.85,67.59,19.72,1.03,0.0
20200714:1210,1116.99,445.92,60.67,20.06,1.38,0.0
20200714:1310,1734.85,695.18,50.97,20.3,1.52,0.0
20200714:1410,1650.98,657.19,40.23,20.51,1.59,0.0
20200714:1510,1077.79,431.12,29.21,20.26,1.93,0.0
20200714:1610,361.31,157.97,18.3,19.79,1.93,0.0
20200714:1710,73.41,55.33,7.79,19.01,1.52,0.0
20200714:1810,0.0,0.0,0.0,17.74,1.38,0.0
20200714:1910,0.0,0.0,0.0,16.83,1.31,0.0
20200714:2010,0.0,0.0,0.0,16.13,1.24,0.0
20200714:2110,0.0,0.0,0.0,15.21,1.24,0.0
20200714:2210,0.0,0.0,0.0,14.48,1.24,0.0
20200714:2310,0.0,0.0,0.0,13.86,1.24,0.0
20200715:0010,0.0,0.0,0.0,13.16,1.38,0.0
20200715:0110,0.0,0.0,0.0,12.54,1.52,0.0
20200715:0210,0.0,0.0,0.0,11.94,1.59,0.0
20200715:0310,0.0,0.0,0.0,11.36,1.59,0.0
20200715:0410,7.33,10.81,10.64,11.38,1.52,0.0
20200715:0510,537.38,232.9,21.3,14.27,1.24,0.0
20200715:0610,1089.95,430.2,32.27,16.35,1.31,0.0
20200715:0710,1616.8,637.38,43.26,17.62,1.17,0.0
20200715:0810,1695.58,678.75,53.79,18.89,1.03,0.0
20200715:0910,2013.18,820.79,62.93,19.92,1.17,0.0
20200715:1010,546.91,225.94,68.47,20.72,1.1,0.0
20200715:1110,345.54,149.32,67.45,20.83,1.38,0.0
20200715:1210,288.38,127.71,60.56,21.17,1.59,0.0
20200715:1310,1510.56,606.59,50.88,21.56,1.45,0.0
20200715:1410,1369.44,549.63,40.15,21.81,1.1,0.0
20200715:1510,542.82,225.6,29.13,21.53,0.76,0.0
20200715:1610,436.96,194.54,18.22,21.52,0.76,0.0
20200715:1710,72.1,43.27,7.7,20.44,1.03,0.0
20200715:1810,0.0,0.0,0.0,19.1,1.31,0.0
20200715:1910,0.0,0.0,0.0,17.2,1.59,0.0
20200715:2010,0.0,0.0,0.0,15.79,1.52,0.0
20200715:2110,0.0,0.0,0.0,15.09,1.38,0.0
20200715:2210,0.0,0.0,0.0,14.53,1.31,0.0
20200715:2310,0.0,0.0,0.0,13.99,1.45,0.0
20200716:0010,0.0,0.0,0.0,13.59,1.52,0.0
20200716:0110,0.0,0.0,0.0,13.19,1.45,0.0
20200716:0210,0.0,0.0,0.0,13.1,1.31,0.0
20200716:0310,0.0,0.0,0.0,13.09,1.17,0.0
20200716:0410,87.87,61.8,10.51,13.7,0.9,0.0
20200716:0510,524.67,227.7,21.18,14.71,0.48,0.0
20200716:0610,1106.98,440.46,32.16,15.95,0.34,0.0
20200716:0710,1551.62,610.02,43.14,17.05,1.1,0.0
20200716:0810,1329.22,524.35,53.66,18.42,1.59,0.0
20200716:0910,2225.38,903.93,62.78,19.86,1.79,0.0
20200716:1010,1997.12,814.7,68.31,21.06,1.59,0.0
20200716:1110,903.26,363.72,67.31,21.73,1.93,0.0
20200716:1210,909.41,367.38,60.45,22.21,1.66,0.0
20200716:1310,317.63,139.5,50.79,22.23,1.59,0.0
20200716:1410,1152.1,461.61,40.07,22.17,1.45,0.0
20200716:1510,528.13,218.67,29.06,20.99,1.59,0.0
20200716:1610,443.01,195.21,18.13,19.51,1.59,0.0
20200716:1710,82.37,53.58,7.61,18.38,0.34,0.0
20200716:1810,0.0,0.0,0.0,17.67,0.48,0.0
20200716:1910,0.0,0.0,0.0,15.85,1.03,0.0
20200716:2010,0.0,0.0,0.0,16.13,0.55,0.0
20200716:2110,0.0,0.0,0.0,15.67,0.34,0.0
20200716:2210,0.0,0.0,0.0,15.15,0.62,0.0
20200716:2310,0.0,0.0,0.0,14.41,0.76,0.0
20200717:0010,0.0,0.0,0.0,13.96,0.76,0.0
20200717:0110,0.0,0.0,0.0,13.68,0.76,0.0
20200717:0210,0.0,0.0,0.0,13.26,0.83,0.0
20200717:0310,0.0,0.0,0.0,12.97,0.76,0.0
20200717:0410,135.23,68.48,10.39,12.81,0.69,0.0
20200717:0510,284.99,123.58,21.06,14.22,0.21,0.0
20200717:0610,912.35,363.73,32.04,16.8,0.41,0.0
20200717:0710,1191.78,472.56,43.02,17.24,0.28,0.0
20200717:0810,1190.66,476.07,53.53,19.21,0.62,0.0
20200717:0910,615.81,252.47,62.63,20.54,0.83,0.0
20200717:1010,1871.1,770.12,68.14,21.59,0.97,0.0
20200717:1110,2252.77,945.45,67.16,22.15,1.03,0.0
20200717:1210,533.95,223.0,60.34,22.64,1.03,0.0
20200717:1310,1342.02,541.56,50.7,22.65,1.31,0.0
20200717:1410,172.29,83.5,39.99,22.75,1.31,0.0
20200717:1510,755.39,308.61,28.97,22.45,1.31,0.0
20200717:1610,507.97,231.98,18.05,20.72,1.24,0.0
20200717:1710,74.37,53.18,7.52,19.76,0.83,0.0
20200717:1810,0.0,0.0,0.0,18.74,1.03,0.0
20200717:1910,0.0,0.0,0.0,18.29,1.03,0.0
20200717:2010,0.0,0.0,0.0,18.57,0.69,0.0
20200717:2110,0.0,0.0,0.0,17.78,0.69,0.0
20200717:2210,0.0,0.0,0.0,17.45,0.48,0.0
20200717:2310,0.0,0.0,0.0,16.87,0.55,0.0
20200718:0010,0.0,0.0,0.0,16.39,0.48,0.0
20200718:0110,0.0,0.0,0.0,15.9,0.41,0.0
20200718:0210,0.0,0.0,0.0,15.47,0.34,0.0
20200718:0310,0.0,0.0,0.0,14.97,0.34,0.0
20200718:0410,7.17,10.81,10.26,14.62,0.34,0.0
20200718:0510,93.5,50.1,20.93,14.85,0.21,0.0
20200718:0610,191.42,88.41,31.92,15.37,0.48,0.0
20200718:0710,490.59,200.4,42.9,16.2,1.1,0.0
20200718:0810,569.7,230.86,53.4,17.18,1.17,0.0
20200718:0910,243.14,109.04,62.48,18.13,1.31,0.0
20200718:1010,172.86,82.52,67.97,19.25,1.38,0.0
20200718:1110,194.21,90.38,67.0,18.14,1.31,0.0
20200718:1210,204.54,94.31,60.22,18.23,1.86,0.0
20200718:1310,217.82,99.22,50.6,17.94,2.07,0.0
20200718:1410,119.14,60.91,39.9,17.66,1.86,0.0
20200718:1510,415.52,173.06,28.88,17.4,1.79,0.0
20200718:1610,167.04,79.57,17.95,17.21,1.52,0.0
20200718:1710,2.66,7.86,7.41,16.69,1.31,0.0
20200718:1810,0.0,0.0,0.0,16.12,1.17,0.0
20200718:1910,0.0,0.0,0.0,14.48,0.69,0.0
20200718:2010,0.0,0.0,0.0,14.09,0.76,0.0
20200718:2110,0.0,0.0,0.0,13.56,0.76,0.0
20200718:2210,0.0,0.0,0.0,13.32,0.83,0.0
20200718:2310,0.0,0.0,0.0,12.75,0.9,0.0
20200719:0010,0.0,0.0,0.0,12.55,0.76,0.0
20200719:0110,0.0,0.0,0.0,12.6,0.69,0.0
20200719:0210,0.0,0.0,0.0,13.03,0.41,0.0
20200719:0310,0.0,0.0,0.0,12.83,0.07,0.0
20200719:0410,101.38,53.2,10.12,12.75,0.21,0.0
20200719:0510,315.78,135.14,20.81,13.65,0.21,0.0
20200719:0610,743.2,294.83,31.79,14.62,0.34,0.0
20200719:0710,1464.7,578.24,42.77,16.42,0.48,0.0
20200719:0810,1089.98,432.72,53.26,17.61,0.55,0.0
20200719:0910,467.52,194.51,62.32,18.92,0.62,0.0
20200719:1010,1361.28,550.04,67.79,20.42,0.69,0.0
20200719:1110,2055.71,868.87,66.84,20.94,0.07,0.0
20200719:1210,1288.19,520.69,60.09,21.25,0.76,0.0
20200719:1310,1397.73,556.37,50.49,19.68,1.24,0.0
20200719:1410,620.22,254.36,39.8,20.25,0.28,0.0
20200719:1510,682.69,275.37,28.79,18.64,1.24,0.0
20200719:1610,480.16,212.6,17.85,16.92,1.1,0.0
20200719:1710,78.37,50.66,7.31,15.97,0.69,0.0
20200719:1810,0.0,0.0,0.0,15.64,0.34,0.0
20200719:1910,0.0,0.0,0.0,14.48,0.62,0.0
20200719:2010,0.0,0.0,0.0,13.92,0.76,0.0
20200719:2110,0.0,0.0,0.0,13.66,0.62,0.0
20200719:2210,0.0,0.0,0.0,13.21,0.48,0.0
20200719:2310,0.0,0.0,0.0,12.49,0.76,0.0
20200720:0010,0.0,0.0,0.0,11.69,0.76,0.0
20200720:0110,0.0,0.0,0.0,11.2,0.76,0.0
20200720:0210,0.0,0.0,0.0,11.16,0.83,0.0
20200720:0310,0.0,0.0,0.0,10.93,0.9,0.0
20200720:0410,119.26,65.94,9.99,10.96,1.03,0.0
20200720:0510,538.82,235.6,20.68,11.98,1.17,0.0
20200720:0610,1152.42,449.0,31.67,13.01,1.17,0.0
20200720:0710,1638.4,635.41,42.64,15.37,1.66,0.0
20200720:0810,2087.33,822.95,53.12,16.93,2.07,0.0
20200720:0910,1805.06,708.49,62.16,18.29,2.97,0.0
20200720:1010,2464.03,991.47,67.61,19.28,2.97,0.0
20200720:1110,1847.23,732.49,66.67,19.82,2.97,0.0
20200720:1210,2071.58,825.27,59.95,20.18,2.97,0.0
20200720:1310,1873.57,738.64,50.38,20.25,3.1,0.0
20200720:1410,1562.98,611.18,39.7,20.38,3.24,0.0
20200720:1510,1102.08,437.74,28.69,20.17,3.1,0.0
20200720:1610,508.61,229.99,17.75,19.62,2.62,0.0
20200720:1710,69.34,50.56,7.19,18.73,2.0,0.0
20200720:1810,0.0,0.0,0.0,17.46,1.38,0.0
20200720:1910,0.0,0.0,0.0,16.77,0.97,0.0
20200720:2010,0.0,0.0,0.0,16.55,0.76,0.0
20200720:2110,0.0,0.0,0.0,15.97,0.83,0.0
20200720:2210,0.0,0.0,0.0,15.36,0.83,0.0
20200720:2310,0.0,0.0,0.0,14.59,0.97,0.0
20200721:0010,0.0,0.0,0.0,13.88,1.03,0.0
20200721:0110,0.0,0.0,0.0,13.5,1.03,0.0
20200721:0210,0.0,0.0,0.0,13.14,1.03,0.0
20200721:0310,0.0,0.0,0.0,12.99,0.97,0.0
20200721:0410,119.36,65.43,9.85,12.74,0.97,0.0
20200721:0510,524.54,230.67,20.55,13.8,0.62,0.0
20200721:0610,1150.4,457.3,31.54,16.49,0.9,0.0
20200721:0710,1684.9,665.82,42.51,17.79,1.17,0.0
20200721:0810,2091.3,841.65,52.98,19.2,1.52,0.0
20200721:0910,2350.05,966.49,61.99,20.39,1.59,0.0
20200721:1010,2486.08,1034.67,67.42,21.54,1.79,0.0
20200721:1110,2488.51,1039.47,66.49,22.45,1.86,0.0
20200721:1210,2286.56,942.89,59.81,23.01,2.07,0.0
20200721:1310,1659.65,665.66,50.26,22.94,2.41,0.0
20200721:1410,1502.59,596.18,39.59,22.59,2.76,0.0
20200721:1510,883.62,356.06,28.58,22.16,2.76,0.0
20200721:1610,369.06,163.3,17.64,21.48,2.21,0.0
20200721:1710,75.2,46.81,7.07,20.69,1.52,0.0
20200721:1810,0.0,0.0,0.0,19.48,1.03,0.0
20200721:1910,0.0,0.0,0.0,18.84,0.9,0.0
20200721:2010,0.0,0.0,0.0,18.82,0.55,0.0
20200721:2110,0.0,0.0,0.0,18.18,0.34,0.0
20200721:2210,0.0,0.0,0.0,17.52,0.21,0.0
20200721:2310,0.0,0.0,0.0,16.95,0.28,0.0
20200722:0010,0.0,0.0,0.0,16.48,0.28,0.0
20200722:0110,0.0,0.0,0.0,15.97,0.21,0.0
20200722:0210,0.0,0.0,0.0,15.48,0.07,0.0
20200722:0310,0.0,0.0,0.0,15.04,0.21,0.0
20200722:0410,104.74,61.72,9.72,14.72,0.34,0.0
20200722:0510,514.05,229.89,20.42,15.37,0.14,0.0
20200722:0610,1083.46,436.4,31.41,18.5,0.48,0.0
20200722:0710,1590.72,634.59,42.38,20.22,1.24,0.0
20200722:0810,1967.55,796.16,52.83,21.43,1.66,0.0
20200722:0910,2282.98,935.67,61.82,22.41,2.21,0.0
20200722:1010,2416.38,1000.89,67.23,23.0,2.28,0.0
20200722:1110,2366.88,982.96,66.31,23.61,2.21,0.0
20200722:1210,2020.96,828.84,59.66,24.02,2.14,0.0
20200722:1310,1811.39,736.15,50.14,24.24,2.07,0.0
20200722:1410,1536.26,618.81,39.48,24.06,1.93,0.0
20200722:1510,1034.5,421.84,28.47,24.0,1.93,0.0
20200722:1610,461.92,211.61,17.52,23.48,1.59,0.0
20200722:1710,63.2,47.62,6.95,22.47,1.38,0.0
20200722:1810,0.0,0.0,0.0,20.66,1.24,0.0
20200722:1910,0.0,0.0,0.0,19.07,1.31,0.0
20200722:2010,0.0,0.0,0.0,18.44,1.1,0.0
20200722:2110,0.0,0.0,0.0,18.12,0.97,0.0
20200722:2210,0.0,0.0,0.0,18.23,0.83,0.0
20200722:2310,0.0,0.0,0.0,17.67,0.76,0.0
20200723:0010,0.0,0.0,0.0,17.16,0.76,0.0
20200723:0110,0.0,0.0,0.0,16.52,0.9,0.0
20200723:0210,0.0,0.0,0.0,15.68,1.03,0.0
20200723:0310,0.0,0.0,0.0,15.32,1.1,0.0
20200723:0410,110.85,62.01,9.57,14.91,1.03,0.0
20200723:0510,501.7,224.39,20.28,16.3,0.76,0.0
20200723:0610,1078.05,434.55,31.28,19.45,0.9,0.0
20200723:0710,1596.16,640.96,42.24,21.22,1.1,0.0
20200723:0810,1979.04,806.78,52.69,22.24,1.45,0.0
20200723:0910,2208.35,915.76,61.65,23.14,1.59,0.0
20200723:1010,2328.48,979.41,67.03,24.14,1.59,0.0
20200723:1110,2248.67,944.53,66.12,24.31,1.52,0.0
20200723:1210,2106.78,876.35,59.51,24.25,1.52,0.0
20200723:1310,1395.81,567.45,50.01,24.55,1.52,0.0
20200723:1410,1548.8,630.22,39.36,24.83,1.38,0.0
20200723:1510,273.5,123.78,28.35,24.52,1.66,0.0
20200723:1610,464.83,213.87,17.4,23.25,1.79,0.0
20200723:1710,58.56,46.04,6.82,22.08,1.45,0.0
20200723:1810,0.0,0.0,0.0,20.62,1.17,0.0
20200723:1910,0.0,0.0,0.0,19.07,1.31,0.0
20200723:2010,0.0,0.0,0.0,18.18,1.1,0.0
